track_name,artist,album,duration_ms,genres,year
Happy-Go-Lucky You And Broken-Hearted Me,Various Artists,Top Hits Of The 1930s,189533,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",1950
I'm Coming Virginia,Bix Beiderbecke,"Bix Beiderbecke, Volume I: Singin' The Blues",189600,"['boy band', 'dance pop']",1950
It Had To Be You,Various Artists,Jazz Hits of The Early 40's Vol 6,189600,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1950
Cherry Pink And Apple Blossom White,Pérez Prado,Mambo No 5,189640,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1950
Body And Soul,Various Artists,Top Hits Of The 1930s,190000,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']",1950
Take Me Home Country Roads,John Denver,"Poems, Prayers and Promises",190160,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1950
I Saw Stars,Various Artists,Top Hits Of The 1930s,190173,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino', 'tropical']",1950
Royals,Lorde,Pure Heroine,190185,"['contemporary country', 'country', 'country road', 'modern country rock']",1950
Sally,Various Artists,Top Hits Of The 1930s,190493,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",1960
Wildwood Flower,A. P. Carter,The Carter Family 1927 - 1934 Disc A,190507,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1960
Mon Homme,Various Artists,Paris Est Toujours Paris!,190667,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",1960
St Louis Blues,Bessie Smith,The Anthology,190720,"['indonesian alternative rock', 'indonesian indie', 'indonesian pop']",1960
Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),190800,"['pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",1960
Bye-Bye Blackbird (1926),Gene Austin,A Retrospective Gene Austin,190893,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'visual kei']",1960
The Sign,Ace of Base,The Sign,191240,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1960
California Here I Come (1924),Al Jolson,"In The '20s, In The '40s",191467,"['francoton', 'rap marseille']",1960
Round Midnight,Various Artists,Amy Winehouse's Jukebox,191480,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",1960
Flying Home,Lionel Hampton,Jukebox Hits 1943-1950,191693,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",1960
Tight Like This,Louis Armstrong,The Complete Hot Five & Hot Seven Recordings,191733,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']",1960
Makin' Whoopee,Various Artists,"The Naughty 1920s: Red Hot & Risque Songs of The Jazz Age, Vol. 1",191800,"['dance pop', 'edm', 'pop', 'pop rap']",1960
We Just Couldn't Say Goodbye,Various Artists,Top Hits Of The 1930s,191840,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1960
St. James Infirmary,Louis Armstrong,The Complete Hot Five And Hot Seven Recordings Volume 3,191867,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",1960
Early Autumn,Woody Herman,The Essence Of Woody Herman,191893,"['cali rap', 'trap']",1960
I Get A Kick Out Of You,Various Artists,Top Hits Of The 1930s,191960,"['alternative r&b', 'dance pop', 'pop', 'r&b']",1960
Sally Gooden,Various Artists,"Birth Of Bluegrass, Vol. 2",192093,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",1960
I'm In The Mood For Love,Various Artists,Top Hits Of The 1930s,192333,"['turkish hip hop', 'turkish trap']",1960
Honky Tonk Train Blues,Various Artists,"Really the Blues?: A Blues History (1893-1959), Vol. 1 (1893-1929)",192400,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",1960
Manteca,Various Artists,Essential Burlesque,192427,"['downtempo', 'dream pop', 'indietronica']",1960
You Belong To Me,Jo Stafford,The Magic Of Jo Stafford,192560,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",1960
